SMILES_x,Original_SMILES,O_ATSC1pe,O_MATS2c,O_SlogP_VSA2,SMILES_y,P_ATSC1pe,P_MATS2c,P_SlogP_VSA2,AvgSimilarity,SMILES,ATSC1pe,MATS2c,SlogP_VSA2
CN/N=C/CCOCCC=O,CO/N=C/CCNNCC=N,0.26328864,-0.250269635,32.76219701,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.713940788,CN/N=C/CCOCCC=O,0.26328864,-0.250269635,32.76219701
C=N/N=C/CCOCC=C=O,CO/N=C/CCNNCC=N,0.304753515,-0.21835208,32.08723967,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.731114668,C=N/N=C/CCOCC=C=O,0.304753515,-0.21835208,32.08723967
C=CCNOCC/C=N/NC,CO/N=C/CCNNCC=N,0.692098669,-0.349323663,26.41391093,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.765028102,C=CCNOCC/C=N/NC,0.692098669,-0.349323663,26.41391093
C=C=C=NOCC/C=N/NC,CO/N=C/CCNNCC=N,0.693135744,-0.324439164,25.73895359,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.750355458,C=C=C=NOCC/C=N/NC,0.693135744,-0.324439164,25.73895359
C=C=CNOCC/C=N/N=C,CO/N=C/CCNNCC=N,0.693135744,-0.365810302,19.5389987,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.770628108,C=C=CNOCC/C=N/N=C,0.693135744,-0.365810302,19.5389987
CN/N=C/CCONCC=N,CO/N=C/CCNNCC=N,0.469036,-0.315816593,32.62851151,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.757983291,CN/N=C/CCONCC=N,0.469036,-0.315816593,32.62851151
CN/N=C/CCONCC=O,CO/N=C/CCNNCC=N,0.511182639,-0.354411583,32.70007146,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.771702146,CN/N=C/CCONCC=O,0.511182639,-0.354411583,32.70007146
CNN=C=CCON=CC=O,CO/N=C/CCNNCC=N,0.490425,-0.32732312,32.02511411,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.762055063,CNN=C=CCON=CC=O,0.490425,-0.32732312,32.02511411
C=N/N=C/CCON=CC=O,CO/N=C/CCNNCC=N,0.664375,-0.341965267,32.0397598,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.714242289,C=N/N=C/CCON=CC=O,0.664375,-0.341965267,32.0397598
C=NN=C=CCONCC=O,CO/N=C/CCNNCC=N,0.490425,-0.40702149,32.02511411,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.779803041,C=NN=C=CCONCC=O,0.490425,-0.40702149,32.02511411
CN/N=C/CCON=C=C=O,CO/N=C/CCNNCC=N,0.490425,-0.332489369,31.6803126,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.769248302,CN/N=C/CCON=C=C=O,0.490425,-0.332489369,31.6803126
C=CCOOCC=C=NN=C,CO/N=C/CCNNCC=N,1.12821542,-0.394014178,25.80107915,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.716866252,C=CCOOCC=C=NN=C,1.12821542,-0.394014178,25.80107915
CNN=C=CCOOC=C=N,CO/N=C/CCNNCC=N,0.670475,-0.365750471,25.39415207,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.796577796,CNN=C=CCOOC=C=N,0.670475,-0.365750471,25.39415207
CNN=C=CCOOC=C=O,CO/N=C/CCNNCC=N,0.713303878,-0.435684021,25.46571202,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.748971121,CNN=C=CCOOC=C=O,0.713303878,-0.435684021,25.46571202
C=CCOCCC/C=C/OC,CO/N=C/CCNNCC=N,0.231820027,-0.230173733,20.32356147,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.724338879,C=CCOCCC/C=C/OC,0.231820027,-0.230173733,20.32356147
C=C=CCN=CC/C=C/OC,CO/N=C/CCNNCC=N,0.164828993,-0.285814044,19.86915453,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.70161432,C=C=CCN=CC/C=C/OC,0.164828993,-0.285814044,19.86915453
COC=C=CC=NNCC=O,CO/N=C/CCNNCC=N,0.150520181,-0.322440213,26.15531505,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.726974715,COC=C=CC=NNCC=O,0.150520181,-0.322440213,26.15531505
CO/C=C/C=CNN=CC=O,CO/N=C/CCNNCC=N,0.150520181,-0.336105022,19.61055864,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.728474693,CO/C=C/C=CNN=CC=O,0.150520181,-0.336105022,19.61055864
CO/C=C/CCNN=C=C=O,CO/N=C/CCNNCC=N,0.150520181,-0.295590306,25.46571202,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.711132688,CO/C=C/CCNN=C=C=O,0.150520181,-0.295590306,25.46571202
C=CCONCC/C=C/OC,CO/N=C/CCNNCC=N,0.567801775,-0.295670661,20.26143591,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.755085007,C=CCONCC/C=C/OC,0.567801775,-0.295670661,20.26143591
C=CCONC=C=C=COC,CO/N=C/CCNNCC=N,0.457660331,-0.350126037,13.71667951,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.756966569,C=CCONC=C=C=COC,0.457660331,-0.350126037,13.71667951
CO/C=C/C=CNOC=C=N,CO/N=C/CCNNCC=N,0.206382086,-0.380308436,12.9795966,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.718854672,CO/C=C/C=CNOC=C=N,0.206382086,-0.380308436,12.9795966
COC=C=C=CNOCC=N,CO/N=C/CCNNCC=N,0.206382086,-0.347039053,19.93128009,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.797408385,COC=C=C=CNOCC=N,0.206382086,-0.347039053,19.93128009
CO/C=C/C=CNOC=C=O,CO/N=C/CCNNCC=N,0.26321975,-0.436402182,13.05115655,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.733088288,CO/C=C/C=CNOC=C=O,0.26321975,-0.436402182,13.05115655
C=CCCOCC/C=C/OC,CO/N=C/CCNNCC=N,0.231820027,-0.252917619,20.32356147,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.744501899,C=CCCOCC/C=C/OC,0.231820027,-0.252917619,20.32356147
C=CCNOCC/C=C/OC,CO/N=C/CCNNCC=N,0.567801775,-0.295750118,20.26143591,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.755155448,C=CCNOCC/C=C/OC,0.567801775,-0.295750118,20.26143591
C=C=C=NOCC/C=C/OC,CO/N=C/CCNNCC=N,0.593969421,-0.27965779,19.58647857,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.722316687,C=C=C=NOCC/C=C/OC,0.593969421,-0.27965779,19.58647857
C=CC=NOCC=C=COC,CO/N=C/CCNNCC=N,0.593969421,-0.294412995,19.93128009,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.740379935,C=CC=NOCC=C=COC,0.593969421,-0.294412995,19.93128009
COC=C=C=CONCC=N,CO/N=C/CCNNCC=N,0.206382086,-0.339852236,19.86915453,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.790139377,COC=C=C=CONCC=N,0.206382086,-0.339852236,19.86915453
CO/C=C/C=CONC=C=N,CO/N=C/CCNNCC=N,0.206382086,-0.350875635,12.9795966,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.700357564,CO/C=C/C=CONC=C=N,0.206382086,-0.350875635,12.9795966
CO/C=C/C=CONC=C=O,CO/N=C/CCNNCC=N,0.26321975,-0.387571797,13.05115655,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.769272379,CO/C=C/C=CONC=C=O,0.26321975,-0.387571797,13.05115655
CO/C=C/CCOOCC=O,CO/N=C/CCNNCC=N,0.865621361,-0.319093959,26.60972199,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.703164008,CO/C=C/CCOOCC=O,0.865621361,-0.319093959,26.60972199
C=CC=CCC=C/C=N/OC,CO/N=C/CCNNCC=N,0.600928993,-0.363305419,13.32439812,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.703768826,C=CC=CCC=C/C=N/OC,0.600928993,-0.363305419,13.32439812
CO/N=C/CCCCCC=N,CO/N=C/CCNNCC=N,0.503852126,-0.227062495,19.5389987,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.709230981,CO/N=C/CCCCCC=N,0.503852126,-0.227062495,19.5389987
CO/N=C/CC=CC=CC=N,CO/N=C/CCNNCC=N,0.44377656,-0.258262528,19.5389987,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.767430199,CO/N=C/CC=CC=CC=N,0.44377656,-0.258262528,19.5389987
CO/N=C/C=C=CCCC=N,CO/N=C/CCNNCC=N,0.44377656,-0.288503627,19.5389987,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.794239684,CO/N=C/C=C=CCCC=N,0.44377656,-0.288503627,19.5389987
CO/N=C/CCC=CC=C=N,CO/N=C/CCNNCC=N,0.44377656,-0.250860468,19.19419718,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.755885696,CO/N=C/CCC=CC=C=N,0.44377656,-0.250860468,19.19419718
CO/N=C/CC=CCC=C=N,CO/N=C/CCNNCC=N,0.44377656,-0.25344497,19.19419718,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.758176921,CO/N=C/CC=CCC=C=N,0.44377656,-0.25344497,19.19419718
CO/N=C/CC=C=CCC=N,CO/N=C/CCNNCC=N,0.44377656,-0.271814949,19.5389987,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.779444756,CO/N=C/CC=C=CCC=N,0.44377656,-0.271814949,19.5389987
CO/N=C/CCCCCC=O,CO/N=C/CCNNCC=N,0.581132544,-0.252625855,19.61055864,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.702927368,CO/N=C/CCCCCC=O,0.581132544,-0.252625855,19.61055864
CO/N=C/CC=CC=CC=O,CO/N=C/CCNNCC=N,0.53005124,-0.296694352,19.61055864,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.76084478,CO/N=C/CC=CC=CC=O,0.53005124,-0.296694352,19.61055864
CO/N=C/CC=C=CCC=O,CO/N=C/CCNNCC=N,0.53005124,-0.29533667,19.61055864,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.759641161,CO/N=C/CC=C=CCC=O,0.53005124,-0.29533667,19.61055864
CO/N=C/C=CC=CCC=O,CO/N=C/CCNNCC=N,0.53005124,-0.324883496,19.61055864,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.785835157,CO/N=C/C=CC=CCC=O,0.53005124,-0.324883496,19.61055864
CON=C=CC=CCCC=O,CO/N=C/CCNNCC=N,0.53005124,-0.261358644,19.26575713,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.724536405,CON=C=CC=CCCC=O,0.53005124,-0.261358644,19.26575713
C=CCNCCC/C=N/OC,CO/N=C/CCNNCC=N,0.571544719,-0.246801466,26.41391093,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.708781102,C=CCNCCC/C=N/OC,0.571544719,-0.246801466,26.41391093
C=CCNCC=C=C=NOC,CO/N=C/CCNNCC=N,0.49341569,-0.290188837,26.06910942,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.782586127,C=CCNCC=C=C=NOC,0.49341569,-0.290188837,26.06910942
C=C=CN=CCC/C=N/OC,CO/N=C/CCNNCC=N,0.61527656,-0.295641959,19.5389987,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.72917386,C=C=CN=CCC/C=N/OC,0.61527656,-0.295641959,19.5389987
CO/N=C/CCCNCC=N,CO/N=C/CCNNCC=N,0.397533284,-0.236248296,32.62851151,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.731032928,CO/N=C/CCCNCC=N,0.397533284,-0.236248296,32.62851151
CO/N=C/CC=CNC=C=N,CO/N=C/CCNNCC=N,0.281535744,-0.229281342,19.19419718,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.755826366,CO/N=C/CC=CNC=C=N,0.281535744,-0.229281342,19.19419718
CO/N=C/CCCN=C=C=N,CO/N=C/CCNNCC=N,0.41984938,-0.232962528,31.60875265,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.720525027,CO/N=C/CCCN=C=C=N,0.41984938,-0.232962528,31.60875265
CON=C=CCC=NCC=N,CO/N=C/CCNNCC=N,0.41984938,-0.277904104,31.95355417,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.757741838,CON=C=CCC=NCC=N,0.41984938,-0.277904104,31.95355417
CO/N=C/C=CC=NCC=N,CO/N=C/CCNNCC=N,0.41984938,-0.312845771,32.29835569,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.786149527,CO/N=C/C=CC=NCC=N,0.41984938,-0.312845771,32.29835569
CO/N=C/CCCNCC=O,CO/N=C/CCNNCC=N,0.45928864,-0.289986684,32.70007146,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.739711856,CO/N=C/CCCNCC=O,0.45928864,-0.289986684,32.70007146
CON=C=CCC=NCC=O,CO/N=C/CCNNCC=N,0.500753515,-0.336444686,32.02511411,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.765361046,CON=C=CCC=NCC=O,0.500753515,-0.336444686,32.02511411
CON=C=CCCN=CC=O,CO/N=C/CCNNCC=N,0.500753515,-0.328922022,32.02511411,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.758692018,CON=C=CCCN=CC=O,0.500753515,-0.328922022,32.02511411
C=C=COCC=C/C=N/OC,CO/N=C/CCNNCC=N,0.593969421,-0.255576485,19.93128009,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.705950405,C=C=COCC=C/C=N/OC,0.593969421,-0.255576485,19.93128009
CO/N=C/CCCOCC=N,CO/N=C/CCNNCC=N,0.49352864,-0.26757594,32.75276263,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.702295938,CO/N=C/CCCOCC=N,0.49352864,-0.26757594,32.75276263
CO/N=C/CCCOCC=O,CO/N=C/CCNNCC=N,0.564216493,-0.321935403,32.82432257,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.721120222,CO/N=C/CCCOCC=O,0.564216493,-0.321935403,32.82432257
C=CCCNCC/C=N/OC,CO/N=C/CCNNCC=N,0.571544719,-0.279033006,26.41391093,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.737355162,C=CCCNCC/C=N/OC,0.571544719,-0.279033006,26.41391093
C=CCC=NCC=C=NOC,CO/N=C/CCNNCC=N,0.61527656,-0.306007546,25.73895359,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.754767101,C=CCC=NCC=C=NOC,0.61527656,-0.306007546,25.73895359
C=C=CCN=CC/C=N/OC,CO/N=C/CCNNCC=N,0.61527656,-0.353309396,26.08375511,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.792752277,C=C=CCN=CC/C=N/OC,0.61527656,-0.353309396,26.08375511
C=CCCN=C=C/C=N/OC,CO/N=C/CCNNCC=N,0.61527656,-0.346420788,25.73895359,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.790594443,C=CCCN=C=C/C=N/OC,0.61527656,-0.346420788,25.73895359
CO/N=C/CCNCCC=N,CO/N=C/CCNNCC=N,0.397533284,-0.228748861,32.62851151,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.724384493,CO/N=C/CCNCCC=N,0.397533284,-0.228748861,32.62851151
CON=C=CC=NCCC=N,CO/N=C/CCNNCC=N,0.41984938,-0.249230775,31.95355417,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.732322219,CON=C=CC=NCCC=N,0.41984938,-0.249230775,31.95355417
CO/N=C/C=C=NCCC=N,CO/N=C/CCNNCC=N,0.41984938,-0.268205089,31.95355417,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.74914342,CO/N=C/C=C=NCCC=N,0.41984938,-0.268205089,31.95355417
CON=C=CCNC=CC=N,CO/N=C/CCNNCC=N,0.281535744,-0.199472411,25.73895359,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.750786293,CON=C=CCNC=CC=N,0.281535744,-0.199472411,25.73895359
CO/N=C/CC=NC=CC=O,CO/N=C/CCNNCC=N,0.500753515,-0.273122324,25.82515922,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.766866796,CO/N=C/CC=NC=CC=O,0.500753515,-0.273122324,25.82515922
CO/N=C/CCN=CC=C=O,CO/N=C/CCNNCC=N,0.500753515,-0.264086018,32.02511411,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.70121329,CO/N=C/CCN=CC=C=O,0.500753515,-0.264086018,32.02511411
C=CCNNCC/C=N/OC,CO/N=C/CCNNCC=N,0.692098669,-0.339753414,26.41391093,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.756543839,C=CCNNCC/C=N/OC,0.692098669,-0.339753414,26.41391093
C=CC=NNC=C/C=N/OC,CO/N=C/CCNNCC=N,0.693135744,-0.356870133,19.5389987,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.762702426,C=CC=NNC=C/C=N/OC,0.693135744,-0.356870133,19.5389987
C=CCN=NCC=C=NOC,CO/N=C/CCNNCC=N,0.83144938,-0.331193207,26.06910942,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.725279634,C=CCN=NCC=C=NOC,0.83144938,-0.331193207,26.06910942
C=C=CNNC=C/C=N/OC,CO/N=C/CCNNCC=N,0.554822107,-0.387667809,13.32439812,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.720709301,C=C=CNNC=C/C=N/OC,0.554822107,-0.387667809,13.32439812
C=CCNN=CC=C=NOC,CO/N=C/CCNNCC=N,0.693135744,-0.317162578,25.73895359,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.743904584,C=CCNN=CC=C=NOC,0.693135744,-0.317162578,25.73895359
C=CC=NN=CC/C=N/OC,CO/N=C/CCNNCC=N,0.83144938,-0.348642039,25.75359928,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.744362039,C=CC=NN=CC/C=N/OC,0.83144938,-0.348642039,25.75359928
CO/N=C/CCNNCC=N,CO/N=C/CCNNCC=N,0.469036,-0.313745005,32.62851151,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.756146777,CO/N=C/CCNNCC=N,0.469036,-0.313745005,32.62851151
CO/N=C/CCN=NC=C=N,CO/N=C/CCNNCC=N,0.591956236,-0.323304244,25.73895359,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.777378981,CO/N=C/CCN=NC=C=N,0.591956236,-0.323304244,25.73895359
CON=C=CCNN=CC=N,CO/N=C/CCNNCC=N,0.435622902,-0.303743383,31.95355417,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.770846032,CON=C=CCNN=CC=N,0.435622902,-0.303743383,31.95355417
CO/N=C/CCNNCC=O,CO/N=C/CCNNCC=N,0.511182639,-0.359002597,32.70007146,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.775772194,CO/N=C/CCNNCC=O,0.511182639,-0.359002597,32.70007146
CON=C=CCNN=CC=O,CO/N=C/CCNNCC=N,0.490425,-0.353047201,32.02511411,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.7848601,CON=C=CCNN=CC=O,0.490425,-0.353047201,32.02511411
CON=C=CCN=NCC=O,CO/N=C/CCNNCC=N,0.664375,-0.351445992,32.35526994,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.720306908,CON=C=CCN=NCC=O,0.664375,-0.351445992,32.35526994
C=CCONCC/C=N/OC,CO/N=C/CCNNCC=N,0.97157264,-0.347048057,26.47603649,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.71508532,C=CCONCC/C=N/OC,0.97157264,-0.347048057,26.47603649
C=C=CONCC=C=NOC,CO/N=C/CCNNCC=N,0.813982086,-0.355181779,19.52435301,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.736647698,C=C=CONCC=C=NOC,0.813982086,-0.355181779,19.52435301
C=CCONC=C=C=NOC,CO/N=C/CCNNCC=N,0.813982086,-0.400004835,19.58647857,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.735997497,C=CCONC=C=C=NOC,0.813982086,-0.400004835,19.58647857
CO/N=C/C=CNOC=C=N,CO/N=C/CCNNCC=N,0.510475,-0.427318435,19.19419718,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.793327147,CO/N=C/C=CNOC=C=N,0.510475,-0.427318435,19.19419718
CO/N=C/CCNOCC=O,CO/N=C/CCNNCC=N,0.777845558,-0.380287192,32.76219701,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.710406996,CO/N=C/CCNOCC=O,0.777845558,-0.380287192,32.76219701
CO/N=C/CC=NOC=C=O,CO/N=C/CCNNCC=N,0.746724931,-0.402669959,25.48035771,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.765250935,CO/N=C/CC=NOC=C=O,0.746724931,-0.402669959,25.48035771
CO/N=C/C=CNOC=C=O,CO/N=C/CCNNCC=N,0.553303878,-0.495108375,19.26575713,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.736966655,CO/N=C/C=CNOC=C=O,0.553303878,-0.495108375,19.26575713
C=CCCOCC/C=N/OC,CO/N=C/CCNNCC=N,0.683140237,-0.295808367,26.53816205,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.718376207,C=CCCOCC/C=N/OC,0.683140237,-0.295808367,26.53816205
C=C=CCOCC=C=NOC,CO/N=C/CCNNCC=N,0.593969421,-0.311918865,26.19336053,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.76145209,C=C=CCOCC=C=NOC,0.593969421,-0.311918865,26.19336053
C=CC=COCC=C=NOC,CO/N=C/CCNNCC=N,0.593969421,-0.267279758,19.58647857,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.711343254,C=CC=COCC=C=NOC,0.593969421,-0.267279758,19.58647857
CON=C=CCOCC=C=N,CO/N=C/CCNNCC=N,0.36061542,-0.23870557,32.0631596,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.766638645,CON=C=CCOCC=C=N,0.36061542,-0.23870557,32.0631596
CO/N=C/C=COC=CC=O,CO/N=C/CCNNCC=N,0.43496475,-0.241563959,19.61055864,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.7588495,CO/N=C/C=COC=CC=O,0.43496475,-0.241563959,19.61055864
CON=C=CCOCC=C=O,CO/N=C/CCNNCC=N,0.43496475,-0.229756144,32.13471954,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.704292666,CON=C=CCOCC=C=O,0.43496475,-0.229756144,32.13471954
C=CCNOCC/C=N/OC,CO/N=C/CCNNCC=N,0.97157264,-0.343687644,26.47603649,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.71210623,C=CCNOCC/C=N/OC,0.97157264,-0.343687644,26.47603649
C=C=CNOCC=C=NOC,CO/N=C/CCNNCC=N,0.813982086,-0.353655983,19.58647857,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.736192758,C=C=CNOCC=C=NOC,0.813982086,-0.353655983,19.58647857
CON=C=CCOOC=C=O,CO/N=C/CCNNCC=N,0.939409877,-0.443522271,25.52783758,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.70479794,CON=C=CCOOC=C=O,0.939409877,-0.443522271,25.52783758
CON=C=C=COOCC=O,CO/N=C/CCNNCC=N,0.939409877,-0.416362762,25.87263909,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.719216922,CON=C=C=COOCC=O,0.939409877,-0.416362762,25.87263909
CCCCOCCC(C)OC,CNCCOCNC(OC)C,0.271374818,-0.190690644,26.42752786,CNCCOCNC(OC)C,0.341,-0.376,23.068,0.725284753,CCCCOCCC(C)OC,0.271374818,-0.190690644,26.42752786
CCC(C)=CCOCC=NC,CNCCOCNC(OC)C,0.198596811,-0.31258053,26.47603649,CNCCOCNC(OC)C,0.341,-0.376,23.068,0.761668329,CCC(C)=CCOCC=NC,0.198596811,-0.31258053,26.47603649
C=NCCOCC=C(C)CC,CNCCOCNC(OC)C,0.198596811,-0.333881679,26.47603649,CNCCOCNC(OC)C,0.341,-0.376,23.068,0.780552326,C=NCCOCC=C(C)CC,0.198596811,-0.333881679,26.47603649
C=NCCOCCC(=C)CC,CNCCOCNC(OC)C,0.198596811,-0.353675565,26.47603649,CNCCOCNC(OC)C,0.341,-0.376,23.068,0.798100097,C=NCCOCCC(=C)CC,0.198596811,-0.353675565,26.47603649
C=NCCOCCC(C)=NC,CNCCOCNC(OC)C,0.239252126,-0.316189585,39.23539348,CNCCOCNC(OC)C,0.341,-0.376,23.068,0.710162475,C=NCCOCCC(C)=NC,0.239252126,-0.316189585,39.23539348
COCCCCCC(C)OC,CNCCOCNC(OC)C,0.271374818,-0.218305433,26.93044343,CNCCOCNC(OC)C,0.341,-0.376,23.068,0.744332398,COCCCCCC(C)OC,0.271374818,-0.218305433,26.93044343
COC=CCC=CC(C)OC,CNCCOCNC(OC)C,0.231820027,-0.204263231,20.32356147,CNCCOCNC(OC)C,0.341,-0.376,23.068,0.701368576,COC=CCC=CC(C)OC,0.231820027,-0.204263231,20.32356147
C=C(CC=CCCOC)OC,CNCCOCNC(OC)C,0.231820027,-0.200165328,20.82647705,CNCCOCNC(OC)C,0.341,-0.376,23.068,0.70500283,C=C(CC=CCCOC)OC,0.231820027,-0.200165328,20.82647705
COCCC=C=CC(C)OC,CNCCOCNC(OC)C,0.231820027,-0.267012831,26.93044343,CNCCOCNC(OC)C,0.341,-0.376,23.068,0.748847231,COCCC=C=CC(C)OC,0.231820027,-0.267012831,26.93044343
CCC(C)OCCCCOC,CNCCOCNC(OC)C,0.271374818,-0.177828014,26.42752786,CNCCOCNC(OC)C,0.341,-0.376,23.068,0.713881712,CCC(C)OCCCCOC,0.271374818,-0.177828014,26.42752786
CC=C(C)CCN=CCOC,CNCCOCNC(OC)C,0.198596811,-0.352434531,26.47603649,CNCCOCNC(OC)C,0.341,-0.376,23.068,0.79699989,CC=C(C)CCN=CCOC,0.198596811,-0.352434531,26.47603649
CCC(C)CCN=C=COC,CNCCOCNC(OC)C,0.198596811,-0.295368929,19.52435301,CNCCOCNC(OC)C,0.341,-0.376,23.068,0.738111189,CCC(C)CCN=C=COC,0.198596811,-0.295368929,19.52435301
COC=C=NCCC(C)OC,CNCCOCNC(OC)C,0.247040237,-0.26776503,32.73811694,CNCCOCNC(OC)C,0.341,-0.376,23.068,0.71374043,COC=C=NCCC(C)OC,0.247040237,-0.26776503,32.73811694
C=NC(C)C=COCCOC,CNCCOCNC(OC)C,0.247040237,-0.289521473,33.08291846,CNCCOCNC(OC)C,0.341,-0.376,23.068,0.730580118,C=NC(C)C=COCCOC,0.247040237,-0.289521473,33.08291846
C=NC(C)=CCOCCOC,CNCCOCNC(OC)C,0.247040237,-0.291713971,33.64795959,CNCCOCNC(OC)C,0.341,-0.376,23.068,0.728620753,C=NC(C)=CCOCCOC,0.247040237,-0.291713971,33.64795959
COCCOCCC(C)OC,CNCCOCNC(OC)C,0.318542212,-0.281862638,40.14420736,CNCCOCNC(OC)C,0.341,-0.376,23.068,0.752801473,COCCOCCC(C)OC,0.318542212,-0.281862638,40.14420736
CC=C=CCOCC=NC,CNCCOCN/C=C/O,0.17120397,-0.377305386,26.47603649,CNCCOCN/C=C/O,0.341,-0.376,23.068,0.789961038,CC=C=CCOCC=NC,0.17120397,-0.377305386,26.47603649
C/C=C/OCCCCOC,CNCCOCN/C=C/O,0.239936686,-0.211471172,20.32356147,CNCCOCN/C=C/O,0.341,-0.376,23.068,0.715692768,C/C=C/OCCCCOC,0.239936686,-0.211471172,20.32356147
